sacc_code,country,year,departures,display_country
1502,Fiji,2007-08,750,Fiji
1503,French Poly,2007-08,30,French Poly
1504,Niue,2007-08,20,Niue
1505,Samoa,2007-08,510,Samoa
1506,Samoa American,2007-08,20,Samoa American
1507,Tokelau,2007-08,30,Tokelau
1508,Tonga,2007-08,220,Tonga
1511,Tuvalu,2007-08,10,Tuvalu
1512,Wallis/Futuna,2007-08,0,Wallis/Futuna
1599,"Polynesia, nec",2007-08,0,"Polynesia, nec"
2100,"UK, CIs & IOM",2007-08,19920,UK
2201,Ireland,2007-08,2980,Ireland
2301,Austria,2007-08,350,Austria
2302,Belgium,2007-08,300,Belgium
2303,France,2007-08,2530,France
2304,Germany,2007-08,4400,Germany
2306,Luxembourg,2007-08,20,Luxembourg
2307,Monaco,2007-08,0,Monaco
2308,Netherlands,2007-08,1570,Netherlands
2311,Switzerland,2007-08,750,Switzerland
2401,Denmark,2007-08,460,Denmark
2402,Faroe Islands,2007-08,0,Faroe Islands
2403,Finland,2007-08,250,Finland
2405,Iceland,2007-08,40,Iceland
2406,Norway,2007-08,660,Norway
2407,Sweden,2007-08,940,Sweden
3101,Andorra,2007-08,0,Andorra
3102,Gibraltar,2007-08,10,Gibraltar
3104,Italy,2007-08,1290,Italy
3105,Malta,2007-08,120,Malta
3106,Portugal,2007-08,250,Portugal
3108,Spain,2007-08,590,Spain
3201,Albania,2007-08,30,Albania
3202,Bosnia/Herzegov,2007-08,370,Bosnia/Herzegov
3203,Bulgaria,2007-08,130,Bulgaria
3204,Croatia,2007-08,520,Croatia
3205,Cyprus,2007-08,160,Cyprus
3206,North Macedonia,2007-08,380,North Macedonia
3207,Greece,2007-08,840,Greece
3208,Moldova,2007-08,10,Moldova
3211,Romania,2007-08,320,Romania
3212,Slovenia,2007-08,90,Slovenia
3214,Montenegro,2007-08,20,Montenegro
3215,Serbia,2007-08,170,Serbia
3216,Kosovo,2007-08,0,Kosovo
3301,Belarus,2007-08,30,Belarus
3302,Czechia,2007-08,480,Czechia
3303,Estonia,2007-08,90,Estonia
3304,Hungary,2007-08,260,Hungary
3305,Latvia,2007-08,90,Latvia
3306,Lithuania,2007-08,50,Lithuania
3307,Poland,2007-08,930,Poland
3308,Russia,2007-08,610,Russia
3311,Slovakia,2007-08,260,Slovakia
3312,Ukraine,2007-08,260,Ukraine
4101,Algeria,2007-08,50,Algeria
4102,Egypt,2007-08,320,Egypt
4103,Libya,2007-08,40,Libya
4104,Morocco,2007-08,60,Morocco
4105,Sudan,2007-08,190,Sudan
4106,Tunisia,2007-08,20,Tunisia
4111,South Sudan,2007-08,0,South Sudan
4201,Bahrain,2007-08,100,Bahrain
4202,Palestine,2007-08,0,Palestine
4203,Iran,2007-08,680,Iran
4204,Iraq,2007-08,400,Iraq
4205,Israel,2007-08,540,Israel
4206,Jordan,2007-08,180,Jordan
4207,Kuwait,2007-08,170,Kuwait
4208,Lebanon,2007-08,870,Lebanon
4211,Oman,2007-08,170,Oman
4212,Qatar,2007-08,50,Qatar
4213,Saudi Arabia,2007-08,620,Saudi Arabia
4214,Syria,2007-08,150,Syria
4215,Türkiye,2007-08,790,Türkiye
4216,Unit Arab Emir,2007-08,300,Unit Arab Emir
4217,Yemen,2007-08,10,Yemen
5101,Myanmar,2007-08,140,Myanmar
5102,Cambodia,2007-08,330,Cambodia
5103,Laos,2007-08,150,Laos
5104,Thailand,2007-08,2860,Thailand
5105,Vietnam,2007-08,2230,Vietnam
5201,Brunei,2007-08,230,Brunei
5202,Indonesia,2007-08,4690,Indonesia
5203,Malaysia,2007-08,5300,Malaysia
5204,Philippines,2007-08,3210,Philippines
5205,Singapore,2007-08,4750,Singapore
5206,Timor-Leste,2007-08,130,Timor-Leste
6101,China,2007-08,12860,China
6102,Hong Kong,2007-08,4210,Hong Kong
6103,Macau,2007-08,100,Macau
6104,Mongolia,2007-08,60,Mongolia
6105,Taiwan,2007-08,2490,Taiwan
6201,Japan,2007-08,6730,Japan
6202,"Korea, North",2007-08,150,"Korea, North"
6203,"Korea, South",2007-08,7430,Korea South
7101,Bangladesh,2007-08,590,Bangladesh
7102,Bhutan,2007-08,90,Bhutan
7103,India,2007-08,7030,India
7104,Maldives,2007-08,50,Maldives
7105,Nepal,2007-08,150,Nepal
7106,Pakistan,2007-08,800,Pakistan
7107,Sri Lanka,2007-08,1150,Sri Lanka
7201,Afghanistan,2007-08,130,Afghanistan
7202,Armenia,2007-08,10,Armenia
7203,Azerbaijan,2007-08,10,Azerbaijan
7204,Georgia,2007-08,30,Georgia
7205,Kazakhstan,2007-08,40,Kazakhstan
7206,Kyrgyzstan,2007-08,10,Kyrgyzstan
7207,Tajikistan,2007-08,10,Tajikistan
7208,Turkmenistan,2007-08,0,Turkmenistan
7211,Uzbekistan,2007-08,20,Uzbekistan
8101,Bermuda,2007-08,10,Bermuda
8102,Canada,2007-08,2970,Canada
8104,USA,2007-08,10460,USA
8201,Argentina,2007-08,260,Argentina
8202,Bolivia,2007-08,20,Bolivia
8203,Brazil,2007-08,1160,Brazil
8204,Chile,2007-08,480,Chile
8205,Colombia,2007-08,420,Colombia
8206,Ecuador,2007-08,60,Ecuador
8207,Falkland Is,2007-08,0,Falkland Is
8208,French Guiana,2007-08,0,French Guiana
8211,Guyana,2007-08,10,Guyana
8212,Paraguay,2007-08,10,Paraguay
8213,Peru,2007-08,180,Peru
8214,Suriname,2007-08,10,Suriname
8215,Uruguay,2007-08,110,Uruguay
8216,Venezuela,2007-08,80,Venezuela
8301,Belize,2007-08,0,Belize
8302,Costa Rica,2007-08,30,Costa Rica
8303,El Salvador,2007-08,70,El Salvador
8304,Guatemala,2007-08,10,Guatemala
8305,Honduras,2007-08,10,Honduras
8306,Mexico,2007-08,230,Mexico
8307,Nicaragua,2007-08,10,Nicaragua
8308,Panama,2007-08,10,Panama
8404,Bahamas,2007-08,10,Bahamas
8405,Barbados,2007-08,10,Barbados
8406,Cayman Islands,2007-08,10,Cayman Islands
8407,Cuba,2007-08,20,Cuba
8408,Dominica,2007-08,10,Dominica
8411,Dominican Rep,2007-08,10,Dominican Rep
8412,Grenada,2007-08,0,Grenada
8413,Guadeloupe,2007-08,0,Guadeloupe
8414,Haiti,2007-08,10,Haiti
8415,Jamaica,2007-08,40,Jamaica
8416,Martinique,2007-08,0,Martinique
8421,Puerto Rico,2007-08,10,Puerto Rico
8423,St Lucia,2007-08,0,St Lucia
8424,St Vinc/Grenad,2007-08,10,St Vinc/Grenad
8425,Trinidad/Tobago,2007-08,40,Trinidad/Tobago
8428,"Virgin Is, US",2007-08,0,"Virgin Is, US"
8434,Curacao,2007-08,0,Curacao
9101,Benin,2007-08,0,Benin
9103,Cameroon,2007-08,10,Cameroon
9104,Cabo Verde,2007-08,0,Cabo Verde
9107,"Congo, Rep",2007-08,10,"Congo, Rep"
9108,"Congo, Dem Rep",2007-08,20,"Congo, Dem Rep"
9111,Cote d'Ivoire,2007-08,10,Cote d'Ivoire
9113,Gabon,2007-08,0,Gabon
9114,Gambia,2007-08,0,Gambia
9115,Ghana,2007-08,70,Ghana
9116,Guinea,2007-08,0,Guinea
9118,Liberia,2007-08,20,Liberia
9121,Mali,2007-08,0,Mali
9123,Niger,2007-08,0,Niger
9124,Nigeria,2007-08,110,Nigeria
9126,Senegal,2007-08,10,Senegal
9127,Sierra Leone,2007-08,30,Sierra Leone
9128,Togo,2007-08,0,Togo
9201,Angola,2007-08,10,Angola
9202,Botswana,2007-08,110,Botswana
9203,Burundi,2007-08,0,Burundi
9205,Djibouti,2007-08,0,Djibouti
9206,Eritrea,2007-08,30,Eritrea
9207,Ethiopia,2007-08,110,Ethiopia
9208,Kenya,2007-08,300,Kenya
9211,Lesotho,2007-08,10,Lesotho
9212,Madagascar,2007-08,10,Madagascar
9213,Malawi,2007-08,40,Malawi
9214,Mauritius,2007-08,220,Mauritius
9216,Mozambique,2007-08,50,Mozambique
9217,Namibia,2007-08,20,Namibia
9218,Reunion,2007-08,20,Reunion
9221,Rwanda,2007-08,10,Rwanda
9223,Seychelles,2007-08,80,Seychelles
9224,Somalia,2007-08,110,Somalia
9225,South Africa,2007-08,1980,South Africa
9226,Eswatini,2007-08,10,Eswatini
9227,Tanzania,2007-08,70,Tanzania
9228,Uganda,2007-08,50,Uganda
9231,Zambia,2007-08,120,Zambia
9232,Zimbabwe,2007-08,390,Zimbabwe
1102,Norfolk Island,2008-09,10,Norfolk Island
1201,New Zealand,2008-09,14940,New Zealand
1301,New Caledonia,2008-09,100,New Caledonia
1302,PNG,2008-09,930,PNG
1303,Solomon Islands,2008-09,100,Solomon Islands
1304,Vanuatu,2008-09,100,Vanuatu
1401,Guam,2008-09,10,Guam
1402,Kiribati,2008-09,30,Kiribati
1403,Marshall Is,2008-09,10,Marshall Is
1404,"Micronesia, F S",2008-09,0,"Micronesia, F S"
1405,Nauru,2008-09,20,Nauru
1406,N Mariana Is,2008-09,0,N Mariana Is
1407,Palau,2008-09,0,Palau
1501,Cook Islands,2008-09,140,Cook Islands
1502,Fiji,2008-09,680,Fiji
1503,French Poly,2008-09,50,French Poly
1504,Niue,2008-09,20,Niue
1505,Samoa,2008-09,470,Samoa
1506,Samoa American,2008-09,10,Samoa American
1507,Tokelau,2008-09,30,Tokelau
1508,Tonga,2008-09,200,Tonga
1511,Tuvalu,2008-09,10,Tuvalu
1512,Wallis/Futuna,2008-09,0,Wallis/Futuna
1599,"Polynesia, nec",2008-09,0,"Polynesia, nec"
2100,"UK, CIs & IOM",2008-09,18880,UK
2201,Ireland,2008-09,2990,Ireland
2301,Austria,2008-09,350,Austria
2302,Belgium,2008-09,360,Belgium
2303,France,2008-09,2750,France
2304,Germany,2008-09,3760,Germany
2306,Luxembourg,2008-09,10,Luxembourg
2307,Monaco,2008-09,10,Monaco
2308,Netherlands,2008-09,1410,Netherlands
2311,Switzerland,2008-09,700,Switzerland
2401,Denmark,2008-09,480,Denmark
2402,Faroe Islands,2008-09,0,Faroe Islands
2403,Finland,2008-09,260,Finland
2405,Iceland,2008-09,30,Iceland
2406,Norway,2008-09,590,Norway
2407,Sweden,2008-09,910,Sweden
3101,Andorra,2008-09,0,Andorra
3102,Gibraltar,2008-09,10,Gibraltar
3104,Italy,2008-09,1200,Italy
3105,Malta,2008-09,160,Malta
3106,Portugal,2008-09,260,Portugal
3108,Spain,2008-09,460,Spain
3201,Albania,2008-09,30,Albania
3202,Bosnia/Herzegov,2008-09,380,Bosnia/Herzegov
3203,Bulgaria,2008-09,90,Bulgaria
3204,Croatia,2008-09,450,Croatia
3205,Cyprus,2008-09,150,Cyprus
3206,North Macedonia,2008-09,340,North Macedonia
3207,Greece,2008-09,690,Greece
3208,Moldova,2008-09,20,Moldova
3211,Romania,2008-09,280,Romania
3212,Slovenia,2008-09,80,Slovenia
3214,Montenegro,2008-09,20,Montenegro
3215,Serbia,2008-09,190,Serbia
3216,Kosovo,2008-09,10,Kosovo
3301,Belarus,2008-09,20,Belarus
3302,Czechia,2008-09,490,Czechia
3303,Estonia,2008-09,100,Estonia
3304,Hungary,2008-09,230,Hungary
3305,Latvia,2008-09,70,Latvia
3306,Lithuania,2008-09,80,Lithuania
3307,Poland,2008-09,750,Poland
3308,Russia,2008-09,460,Russia
3311,Slovakia,2008-09,270,Slovakia
3312,Ukraine,2008-09,270,Ukraine
4101,Algeria,2008-09,50,Algeria
4102,Egypt,2008-09,320,Egypt
4103,Libya,2008-09,60,Libya
4104,Morocco,2008-09,50,Morocco
4105,Sudan,2008-09,240,Sudan
4106,Tunisia,2008-09,10,Tunisia
4111,South Sudan,2008-09,0,South Sudan
4201,Bahrain,2008-09,70,Bahrain
4202,Palestine,2008-09,0,Palestine
4203,Iran,2008-09,630,Iran
4204,Iraq,2008-09,520,Iraq
4205,Israel,2008-09,530,Israel
4206,Jordan,2008-09,180,Jordan
4207,Kuwait,2008-09,150,Kuwait
4208,Lebanon,2008-09,1080,Lebanon
4211,Oman,2008-09,190,Oman
4212,Qatar,2008-09,50,Qatar
4213,Saudi Arabia,2008-09,1120,Saudi Arabia
4214,Syria,2008-09,140,Syria
4215,Türkiye,2008-09,700,Türkiye
4216,Unit Arab Emir,2008-09,330,Unit Arab Emir
4217,Yemen,2008-09,10,Yemen
5101,Myanmar,2008-09,150,Myanmar
5102,Cambodia,2008-09,270,Cambodia
5103,Laos,2008-09,140,Laos
5104,Thailand,2008-09,2960,Thailand
5105,Vietnam,2008-09,2230,Vietnam
5201,Brunei,2008-09,210,Brunei
5202,Indonesia,2008-09,4580,Indonesia
5203,Malaysia,2008-09,6100,Malaysia
5204,Philippines,2008-09,3450,Philippines
5205,Singapore,2008-09,3980,Singapore
5206,Timor-Leste,2008-09,130,Timor-Leste
6101,China,2008-09,14950,China
6102,Hong Kong,2008-09,3760,Hong Kong
6103,Macau,2008-09,110,Macau
6104,Mongolia,2008-09,70,Mongolia
6105,Taiwan,2008-09,2660,Taiwan
6201,Japan,2008-09,5610,Japan
6202,"Korea, North",2008-09,100,"Korea, North"
6203,"Korea, South",2008-09,8790,Korea South
7101,Bangladesh,2008-09,690,Bangladesh
7102,Bhutan,2008-09,90,Bhutan
7103,India,2008-09,8390,India
7104,Maldives,2008-09,80,Maldives
7105,Nepal,2008-09,350,Nepal
7106,Pakistan,2008-09,790,Pakistan
7107,Sri Lanka,2008-09,1280,Sri Lanka
7201,Afghanistan,2008-09,170,Afghanistan
7202,Armenia,2008-09,20,Armenia
7203,Azerbaijan,2008-09,10,Azerbaijan
7204,Georgia,2008-09,20,Georgia
7205,Kazakhstan,2008-09,50,Kazakhstan
7206,Kyrgyzstan,2008-09,10,Kyrgyzstan
7207,Tajikistan,2008-09,10,Tajikistan
7208,Turkmenistan,2008-09,0,Turkmenistan
7211,Uzbekistan,2008-09,20,Uzbekistan
8101,Bermuda,2008-09,10,Bermuda
8102,Canada,2008-09,3470,Canada
8104,USA,2008-09,11350,USA
8201,Argentina,2008-09,330,Argentina
8202,Bolivia,2008-09,30,Bolivia
8203,Brazil,2008-09,1630,Brazil
8204,Chile,2008-09,510,Chile
8205,Colombia,2008-09,610,Colombia
8206,Ecuador,2008-09,50,Ecuador
8207,Falkland Is,2008-09,0,Falkland Is
8208,French Guiana,2008-09,0,French Guiana
8211,Guyana,2008-09,10,Guyana
8212,Paraguay,2008-09,10,Paraguay
8213,Peru,2008-09,290,Peru
8214,Suriname,2008-09,10,Suriname
8215,Uruguay,2008-09,100,Uruguay
8216,Venezuela,2008-09,80,Venezuela
8301,Belize,2008-09,0,Belize
8302,Costa Rica,2008-09,20,Costa Rica
8303,El Salvador,2008-09,80,El Salvador
8304,Guatemala,2008-09,20,Guatemala
8305,Honduras,2008-09,10,Honduras
8306,Mexico,2008-09,380,Mexico
8307,Nicaragua,2008-09,20,Nicaragua
8308,Panama,2008-09,20,Panama
8404,Bahamas,2008-09,10,Bahamas
8405,Barbados,2008-09,10,Barbados
8406,Cayman Islands,2008-09,0,Cayman Islands
8407,Cuba,2008-09,40,Cuba
8408,Dominica,2008-09,0,Dominica
8411,Dominican Rep,2008-09,10,Dominican Rep
8412,Grenada,2008-09,0,Grenada
8413,Guadeloupe,2008-09,0,Guadeloupe
8414,Haiti,2008-09,10,Haiti
8415,Jamaica,2008-09,40,Jamaica
8416,Martinique,2008-09,10,Martinique
8421,Puerto Rico,2008-09,60,Puerto Rico
8423,St Lucia,2008-09,0,St Lucia
8424,St Vinc/Grenad,2008-09,10,St Vinc/Grenad
8425,Trinidad/Tobago,2008-09,40,Trinidad/Tobago
8428,"Virgin Is, US",2008-09,0,"Virgin Is, US"
8434,Curacao,2008-09,0,Curacao
9101,Benin,2008-09,0,Benin
9103,Cameroon,2008-09,10,Cameroon
9104,Cabo Verde,2008-09,0,Cabo Verde
9107,"Congo, Rep",2008-09,10,"Congo, Rep"
9108,"Congo, Dem Rep",2008-09,10,"Congo, Dem Rep"
9111,Cote d'Ivoire,2008-09,10,Cote d'Ivoire
9113,Gabon,2008-09,0,Gabon
9114,Gambia,2008-09,0,Gambia
9115,Ghana,2008-09,50,Ghana
9116,Guinea,2008-09,10,Guinea
9118,Liberia,2008-09,20,Liberia
9121,Mali,2008-09,0,Mali
9123,Niger,2008-09,0,Niger
9124,Nigeria,2008-09,100,Nigeria
9126,Senegal,2008-09,10,Senegal
9127,Sierra Leone,2008-09,20,Sierra Leone
9128,Togo,2008-09,0,Togo
9201,Angola,2008-09,10,Angola
9202,Botswana,2008-09,130,Botswana
9203,Burundi,2008-09,10,Burundi
9205,Djibouti,2008-09,0,Djibouti
9206,Eritrea,2008-09,20,Eritrea
9207,Ethiopia,2008-09,90,Ethiopia
9208,Kenya,2008-09,320,Kenya
9211,Lesotho,2008-09,0,Lesotho
9212,Madagascar,2008-09,10,Madagascar
9213,Malawi,2008-09,30,Malawi
9214,Mauritius,2008-09,350,Mauritius
9216,Mozambique,2008-09,30,Mozambique
9217,Namibia,2008-09,40,Namibia
9218,Reunion,2008-09,20,Reunion
9221,Rwanda,2008-09,10,Rwanda
9223,Seychelles,2008-09,40,Seychelles
9224,Somalia,2008-09,130,Somalia
9225,South Africa,2008-09,2090,South Africa
9226,Eswatini,2008-09,10,Eswatini
9227,Tanzania,2008-09,70,Tanzania
9228,Uganda,2008-09,50,Uganda
9231,Zambia,2008-09,180,Zambia
9232,Zimbabwe,2008-09,430,Zimbabwe
1102,Norfolk Island,2009-10,20,Norfolk Island
1201,New Zealand,2009-10,15810,New Zealand
1301,New Caledonia,2009-10,110,New Caledonia
1302,PNG,2009-10,920,PNG
1303,Solomon Islands,2009-10,140,Solomon Islands
1304,Vanuatu,2009-10,70,Vanuatu
1401,Guam,2009-10,10,Guam
1402,Kiribati,2009-10,20,Kiribati
1403,Marshall Is,2009-10,0,Marshall Is
1404,"Micronesia, F S",2009-10,0,"Micronesia, F S"
1405,Nauru,2009-10,30,Nauru
1406,N Mariana Is,2009-10,0,N Mariana Is
1407,Palau,2009-10,0,Palau
1501,Cook Islands,2009-10,140,Cook Islands
1502,Fiji,2009-10,690,Fiji
1503,French Poly,2009-10,20,French Poly
1504,Niue,2009-10,20,Niue
1505,Samoa,2009-10,540,Samoa
1506,Samoa American,2009-10,10,Samoa American
1507,Tokelau,2009-10,30,Tokelau
1508,Tonga,2009-10,200,Tonga
1511,Tuvalu,2009-10,20,Tuvalu
1512,Wallis/Futuna,2009-10,10,Wallis/Futuna
1599,"Polynesia, nec",2009-10,0,"Polynesia, nec"
2100,"UK, CIs & IOM",2009-10,21240,UK
2201,Ireland,2009-10,3870,Ireland
2301,Austria,2009-10,330,Austria
2302,Belgium,2009-10,360,Belgium
2303,France,2009-10,3730,France
2304,Germany,2009-10,3830,Germany
2306,Luxembourg,2009-10,10,Luxembourg
2307,Monaco,2009-10,10,Monaco
2308,Netherlands,2009-10,1370,Netherlands
2311,Switzerland,2009-10,660,Switzerland
2401,Denmark,2009-10,430,Denmark
2402,Faroe Islands,2009-10,0,Faroe Islands
2403,Finland,2009-10,290,Finland
2405,Iceland,2009-10,30,Iceland
2406,Norway,2009-10,610,Norway
2407,Sweden,2009-10,950,Sweden
3101,Andorra,2009-10,0,Andorra
3102,Gibraltar,2009-10,0,Gibraltar
3104,Italy,2009-10,1380,Italy
3105,Malta,2009-10,150,Malta
3106,Portugal,2009-10,220,Portugal
3108,Spain,2009-10,460,Spain
3201,Albania,2009-10,40,Albania
3202,Bosnia/Herzegov,2009-10,310,Bosnia/Herzegov
3203,Bulgaria,2009-10,110,Bulgaria
3204,Croatia,2009-10,440,Croatia
3205,Cyprus,2009-10,150,Cyprus
3206,North Macedonia,2009-10,290,North Macedonia
3207,Greece,2009-10,570,Greece
3208,Moldova,2009-10,20,Moldova
3211,Romania,2009-10,310,Romania
3212,Slovenia,2009-10,90,Slovenia
3214,Montenegro,2009-10,20,Montenegro
3215,Serbia,2009-10,180,Serbia
3216,Kosovo,2009-10,0,Kosovo
3301,Belarus,2009-10,30,Belarus
3302,Czechia,2009-10,430,Czechia
3303,Estonia,2009-10,200,Estonia
3304,Hungary,2009-10,270,Hungary
3305,Latvia,2009-10,60,Latvia
3306,Lithuania,2009-10,30,Lithuania
3307,Poland,2009-10,790,Poland
3308,Russia,2009-10,420,Russia
3311,Slovakia,2009-10,210,Slovakia
3312,Ukraine,2009-10,220,Ukraine
4101,Algeria,2009-10,60,Algeria
4102,Egypt,2009-10,360,Egypt
4103,Libya,2009-10,80,Libya
4104,Morocco,2009-10,50,Morocco
4105,Sudan,2009-10,230,Sudan
4106,Tunisia,2009-10,30,Tunisia
4111,South Sudan,2009-10,0,South Sudan
4201,Bahrain,2009-10,120,Bahrain
4202,Palestine,2009-10,0,Palestine
4203,Iran,2009-10,630,Iran
4204,Iraq,2009-10,570,Iraq
4205,Israel,2009-10,460,Israel
4206,Jordan,2009-10,200,Jordan
4207,Kuwait,2009-10,160,Kuwait
4208,Lebanon,2009-10,1040,Lebanon
4211,Oman,2009-10,180,Oman
4212,Qatar,2009-10,40,Qatar
4213,Saudi Arabia,2009-10,1670,Saudi Arabia
4214,Syria,2009-10,140,Syria
4215,Türkiye,2009-10,780,Türkiye
4216,Unit Arab Emir,2009-10,440,Unit Arab Emir
4217,Yemen,2009-10,20,Yemen
5101,Myanmar,2009-10,190,Myanmar
5102,Cambodia,2009-10,250,Cambodia
5103,Laos,2009-10,180,Laos
5104,Thailand,2009-10,3510,Thailand
5105,Vietnam,2009-10,2830,Vietnam
5201,Brunei,2009-10,230,Brunei
5202,Indonesia,2009-10,4990,Indonesia
5203,Malaysia,2009-10,6860,Malaysia
5204,Philippines,2009-10,3490,Philippines
5205,Singapore,2009-10,4120,Singapore
5206,Timor-Leste,2009-10,140,Timor-Leste
6101,China,2009-10,20680,China
6102,Hong Kong,2009-10,4160,Hong Kong
6103,Macau,2009-10,170,Macau
6104,Mongolia,2009-10,120,Mongolia
6105,Taiwan,2009-10,3630,Taiwan
6201,Japan,2009-10,5800,Japan
6202,"Korea, North",2009-10,110,"Korea, North"
6203,"Korea, South",2009-10,11590,Korea South
7101,Bangladesh,2009-10,710,Bangladesh
7102,Bhutan,2009-10,120,Bhutan
7103,India,2009-10,12550,India
7104,Maldives,2009-10,70,Maldives
7105,Nepal,2009-10,630,Nepal
7106,Pakistan,2009-10,860,Pakistan
7107,Sri Lanka,2009-10,1560,Sri Lanka
7201,Afghanistan,2009-10,170,Afghanistan
7202,Armenia,2009-10,10,Armenia
7203,Azerbaijan,2009-10,10,Azerbaijan
7204,Georgia,2009-10,10,Georgia
7205,Kazakhstan,2009-10,40,Kazakhstan
7206,Kyrgyzstan,2009-10,10,Kyrgyzstan
7207,Tajikistan,2009-10,0,Tajikistan
7208,Turkmenistan,2009-10,0,Turkmenistan
7211,Uzbekistan,2009-10,20,Uzbekistan
8101,Bermuda,2009-10,0,Bermuda
8102,Canada,2009-10,3280,Canada
8104,USA,2009-10,9340,USA
8201,Argentina,2009-10,260,Argentina
8202,Bolivia,2009-10,30,Bolivia
8203,Brazil,2009-10,2050,Brazil
8204,Chile,2009-10,600,Chile
8205,Colombia,2009-10,830,Colombia
8206,Ecuador,2009-10,50,Ecuador
8207,Falkland Is,2009-10,0,Falkland Is
8208,French Guiana,2009-10,0,French Guiana
8211,Guyana,2009-10,20,Guyana
8212,Paraguay,2009-10,10,Paraguay
8213,Peru,2009-10,290,Peru
8214,Suriname,2009-10,10,Suriname
8215,Uruguay,2009-10,80,Uruguay
8216,Venezuela,2009-10,80,Venezuela
8301,Belize,2009-10,0,Belize
8302,Costa Rica,2009-10,20,Costa Rica
8303,El Salvador,2009-10,50,El Salvador
8304,Guatemala,2009-10,20,Guatemala
8305,Honduras,2009-10,10,Honduras
8306,Mexico,2009-10,270,Mexico
8307,Nicaragua,2009-10,10,Nicaragua
8308,Panama,2009-10,10,Panama
8404,Bahamas,2009-10,10,Bahamas
8405,Barbados,2009-10,10,Barbados
8406,Cayman Islands,2009-10,0,Cayman Islands
8407,Cuba,2009-10,10,Cuba
8408,Dominica,2009-10,0,Dominica
8411,Dominican Rep,2009-10,10,Dominican Rep
8412,Grenada,2009-10,0,Grenada
8413,Guadeloupe,2009-10,10,Guadeloupe
8414,Haiti,2009-10,10,Haiti
8415,Jamaica,2009-10,30,Jamaica
8416,Martinique,2009-10,0,Martinique
8421,Puerto Rico,2009-10,10,Puerto Rico
8423,St Lucia,2009-10,0,St Lucia
8424,St Vinc/Grenad,2009-10,10,St Vinc/Grenad
8425,Trinidad/Tobago,2009-10,30,Trinidad/Tobago
8428,"Virgin Is, US",2009-10,0,"Virgin Is, US"
8434,Curacao,2009-10,0,Curacao
9101,Benin,2009-10,0,Benin
9103,Cameroon,2009-10,10,Cameroon
9104,Cabo Verde,2009-10,0,Cabo Verde
9107,"Congo, Rep",2009-10,20,"Congo, Rep"
9108,"Congo, Dem Rep",2009-10,20,"Congo, Dem Rep"
9111,Cote d'Ivoire,2009-10,10,Cote d'Ivoire
9113,Gabon,2009-10,0,Gabon
9114,Gambia,2009-10,10,Gambia
9115,Ghana,2009-10,70,Ghana
9116,Guinea,2009-10,10,Guinea
9118,Liberia,2009-10,20,Liberia
9121,Mali,2009-10,0,Mali
9123,Niger,2009-10,10,Niger
9124,Nigeria,2009-10,120,Nigeria
9126,Senegal,2009-10,10,Senegal
9127,Sierra Leone,2009-10,20,Sierra Leone
9128,Togo,2009-10,0,Togo
9201,Angola,2009-10,10,Angola
9202,Botswana,2009-10,120,Botswana
9203,Burundi,2009-10,0,Burundi
9205,Djibouti,2009-10,0,Djibouti
9206,Eritrea,2009-10,40,Eritrea
9207,Ethiopia,2009-10,90,Ethiopia
9208,Kenya,2009-10,350,Kenya
9211,Lesotho,2009-10,10,Lesotho
9212,Madagascar,2009-10,10,Madagascar
9213,Malawi,2009-10,30,Malawi
9214,Mauritius,2009-10,590,Mauritius
9216,Mozambique,2009-10,50,Mozambique
9217,Namibia,2009-10,40,Namibia
9218,Reunion,2009-10,20,Reunion
9221,Rwanda,2009-10,10,Rwanda
9223,Seychelles,2009-10,70,Seychelles
9224,Somalia,2009-10,160,Somalia
9225,South Africa,2009-10,2460,South Africa
9226,Eswatini,2009-10,10,Eswatini
9227,Tanzania,2009-10,80,Tanzania
9228,Uganda,2009-10,70,Uganda
9231,Zambia,2009-10,190,Zambia
9232,Zimbabwe,2009-10,550,Zimbabwe
1102,Norfolk Island,2010-11,20,Norfolk Island
1201,New Zealand,2010-11,14390,New Zealand
1301,New Caledonia,2010-11,150,New Caledonia
1302,PNG,2010-11,800,PNG
1303,Solomon Islands,2010-11,120,Solomon Islands
1304,Vanuatu,2010-11,100,Vanuatu
1401,Guam,2010-11,0,Guam
1402,Kiribati,2010-11,40,Kiribati
1403,Marshall Is,2010-11,0,Marshall Is
1404,"Micronesia, F S",2010-11,0,"Micronesia, F S"
1405,Nauru,2010-11,20,Nauru
1406,N Mariana Is,2010-11,0,N Mariana Is
1407,Palau,2010-11,0,Palau
1501,Cook Islands,2010-11,150,Cook Islands
1502,Fiji,2010-11,750,Fiji
1503,French Poly,2010-11,40,French Poly
1504,Niue,2010-11,20,Niue
1505,Samoa,2010-11,490,Samoa
1506,Samoa American,2010-11,10,Samoa American
1507,Tokelau,2010-11,30,Tokelau
1508,Tonga,2010-11,240,Tonga
1511,Tuvalu,2010-11,20,Tuvalu
1512,Wallis/Futuna,2010-11,0,Wallis/Futuna
1599,"Polynesia, nec",2010-11,0,"Polynesia, nec"
2100,"UK, CIs & IOM",2010-11,20920,UK
2201,Ireland,2010-11,3610,Ireland
2301,Austria,2010-11,380,Austria
2302,Belgium,2010-11,370,Belgium
2303,France,2010-11,3770,France
2304,Germany,2010-11,4100,Germany
2306,Luxembourg,2010-11,10,Luxembourg
2307,Monaco,2010-11,10,Monaco
