sacc_code,country,year,departures,display_country
3205,Cyprus,2013-14,140,Cyprus
3206,North Macedonia,2013-14,400,North Macedonia
3207,Greece,2013-14,720,Greece
3208,Moldova,2013-14,20,Moldova
3211,Romania,2013-14,280,Romania
3212,Slovenia,2013-14,70,Slovenia
3214,Montenegro,2013-14,10,Montenegro
3215,Serbia,2013-14,170,Serbia
3216,Kosovo,2013-14,10,Kosovo
3301,Belarus,2013-14,30,Belarus
3302,Czechia,2013-14,370,Czechia
3303,Estonia,2013-14,550,Estonia
3304,Hungary,2013-14,300,Hungary
3305,Latvia,2013-14,60,Latvia
3306,Lithuania,2013-14,90,Lithuania
3307,Poland,2013-14,790,Poland
3308,Russia,2013-14,520,Russia
3311,Slovakia,2013-14,210,Slovakia
3312,Ukraine,2013-14,210,Ukraine
4101,Algeria,2013-14,40,Algeria
4102,Egypt,2013-14,370,Egypt
4103,Libya,2013-14,320,Libya
4104,Morocco,2013-14,60,Morocco
4105,Sudan,2013-14,280,Sudan
4106,Tunisia,2013-14,20,Tunisia
4111,South Sudan,2013-14,10,South Sudan
4201,Bahrain,2013-14,70,Bahrain
4202,Palestine,2013-14,10,Palestine
4203,Iran,2013-14,1870,Iran
4204,Iraq,2013-14,790,Iraq
4205,Israel,2013-14,470,Israel
4206,Jordan,2013-14,250,Jordan
4207,Kuwait,2013-14,300,Kuwait
4208,Lebanon,2013-14,700,Lebanon
4211,Oman,2013-14,190,Oman
4212,Qatar,2013-14,40,Qatar
4213,Saudi Arabia,2013-14,2710,Saudi Arabia
4214,Syria,2013-14,110,Syria
4215,Türkiye,2013-14,970,Türkiye
4216,Unit Arab Emir,2013-14,420,Unit Arab Emir
4217,Yemen,2013-14,10,Yemen
5101,Myanmar,2013-14,450,Myanmar
5102,Cambodia,2013-14,350,Cambodia
5103,Laos,2013-14,170,Laos
5104,Thailand,2013-14,3120,Thailand
5105,Vietnam,2013-14,3510,Vietnam
5201,Brunei,2013-14,190,Brunei
5202,Indonesia,2013-14,5620,Indonesia
5203,Malaysia,2013-14,8050,Malaysia
5204,Philippines,2013-14,3060,Philippines
5205,Singapore,2013-14,4220,Singapore
5206,Timor-Leste,2013-14,110,Timor-Leste
6101,China,2013-14,22330,China
6102,Hong Kong,2013-14,4520,Hong Kong
6103,Macau,2013-14,220,Macau
6104,Mongolia,2013-14,220,Mongolia
6105,Taiwan,2013-14,8020,Taiwan
6201,Japan,2013-14,4820,Japan
6202,"Korea, North",2013-14,80,"Korea, North"
6203,"Korea, South",2013-14,10480,Korea South
7101,Bangladesh,2013-14,940,Bangladesh
7102,Bhutan,2013-14,250,Bhutan
7103,India,2013-14,12180,India
7104,Maldives,2013-14,80,Maldives
7105,Nepal,2013-14,830,Nepal
7106,Pakistan,2013-14,1380,Pakistan
7107,Sri Lanka,2013-14,1910,Sri Lanka
7201,Afghanistan,2013-14,360,Afghanistan
7202,Armenia,2013-14,20,Armenia
7203,Azerbaijan,2013-14,20,Azerbaijan
7204,Georgia,2013-14,20,Georgia
7205,Kazakhstan,2013-14,80,Kazakhstan
7206,Kyrgyzstan,2013-14,20,Kyrgyzstan
7207,Tajikistan,2013-14,0,Tajikistan
7208,Turkmenistan,2013-14,0,Turkmenistan
7211,Uzbekistan,2013-14,30,Uzbekistan
8101,Bermuda,2013-14,10,Bermuda
8102,Canada,2013-14,3440,Canada
8104,USA,2013-14,9560,USA
8201,Argentina,2013-14,290,Argentina
8202,Bolivia,2013-14,20,Bolivia
8203,Brazil,2013-14,1890,Brazil
8204,Chile,2013-14,800,Chile
8205,Colombia,2013-14,1300,Colombia
8206,Ecuador,2013-14,120,Ecuador
8207,Falkland Is,2013-14,0,Falkland Is
8208,French Guiana,2013-14,0,French Guiana
8211,Guyana,2013-14,10,Guyana
8212,Paraguay,2013-14,20,Paraguay
8213,Peru,2013-14,290,Peru
8214,Suriname,2013-14,0,Suriname
8215,Uruguay,2013-14,80,Uruguay
8216,Venezuela,2013-14,200,Venezuela
8301,Belize,2013-14,0,Belize
8302,Costa Rica,2013-14,30,Costa Rica
8303,El Salvador,2013-14,70,El Salvador
8304,Guatemala,2013-14,20,Guatemala
8305,Honduras,2013-14,10,Honduras
8306,Mexico,2013-14,390,Mexico
8307,Nicaragua,2013-14,20,Nicaragua
8308,Panama,2013-14,10,Panama
8404,Bahamas,2013-14,10,Bahamas
8405,Barbados,2013-14,10,Barbados
8406,Cayman Islands,2013-14,0,Cayman Islands
8407,Cuba,2013-14,30,Cuba
8408,Dominica,2013-14,0,Dominica
8411,Dominican Rep,2013-14,10,Dominican Rep
8412,Grenada,2013-14,0,Grenada
8413,Guadeloupe,2013-14,0,Guadeloupe
8414,Haiti,2013-14,10,Haiti
8415,Jamaica,2013-14,30,Jamaica
8416,Martinique,2013-14,0,Martinique
8421,Puerto Rico,2013-14,10,Puerto Rico
8423,St Lucia,2013-14,10,St Lucia
8424,St Vinc/Grenad,2013-14,0,St Vinc/Grenad
8425,Trinidad/Tobago,2013-14,40,Trinidad/Tobago
8428,"Virgin Is, US",2013-14,0,"Virgin Is, US"
8434,Curacao,2013-14,0,Curacao
9101,Benin,2013-14,0,Benin
9103,Cameroon,2013-14,20,Cameroon
9104,Cabo Verde,2013-14,0,Cabo Verde
9107,"Congo, Rep",2013-14,20,"Congo, Rep"
9108,"Congo, Dem Rep",2013-14,20,"Congo, Dem Rep"
9111,Cote d'Ivoire,2013-14,10,Cote d'Ivoire
9113,Gabon,2013-14,0,Gabon
9114,Gambia,2013-14,10,Gambia
9115,Ghana,2013-14,120,Ghana
9116,Guinea,2013-14,0,Guinea
9118,Liberia,2013-14,20,Liberia
9121,Mali,2013-14,0,Mali
9123,Niger,2013-14,0,Niger
9124,Nigeria,2013-14,150,Nigeria
9126,Senegal,2013-14,10,Senegal
9127,Sierra Leone,2013-14,40,Sierra Leone
9128,Togo,2013-14,10,Togo
9201,Angola,2013-14,20,Angola
9202,Botswana,2013-14,60,Botswana
9203,Burundi,2013-14,10,Burundi
9205,Djibouti,2013-14,0,Djibouti
9206,Eritrea,2013-14,20,Eritrea
9207,Ethiopia,2013-14,140,Ethiopia
9208,Kenya,2013-14,400,Kenya
9211,Lesotho,2013-14,10,Lesotho
9212,Madagascar,2013-14,10,Madagascar
9213,Malawi,2013-14,60,Malawi
9214,Mauritius,2013-14,450,Mauritius
9216,Mozambique,2013-14,50,Mozambique
9217,Namibia,2013-14,40,Namibia
9218,Reunion,2013-14,20,Reunion
9221,Rwanda,2013-14,10,Rwanda
9223,Seychelles,2013-14,60,Seychelles
9224,Somalia,2013-14,190,Somalia
9225,South Africa,2013-14,2530,South Africa
9226,Eswatini,2013-14,30,Eswatini
9227,Tanzania,2013-14,90,Tanzania
9228,Uganda,2013-14,80,Uganda
9231,Zambia,2013-14,210,Zambia
9232,Zimbabwe,2013-14,440,Zimbabwe
1102,Norfolk Island,2014-15,20,Norfolk Island
1201,New Zealand,2014-15,22370,New Zealand
1301,New Caledonia,2014-15,80,New Caledonia
1302,PNG,2014-15,810,PNG
1303,Solomon Islands,2014-15,90,Solomon Islands
1304,Vanuatu,2014-15,80,Vanuatu
1401,Guam,2014-15,10,Guam
1402,Kiribati,2014-15,30,Kiribati
1403,Marshall Is,2014-15,0,Marshall Is
1404,"Micronesia, F S",2014-15,10,"Micronesia, F S"
1405,Nauru,2014-15,20,Nauru
1406,N Mariana Is,2014-15,0,N Mariana Is
1407,Palau,2014-15,0,Palau
1501,Cook Islands,2014-15,230,Cook Islands
1502,Fiji,2014-15,880,Fiji
1503,French Poly,2014-15,50,French Poly
1504,Niue,2014-15,20,Niue
1505,Samoa,2014-15,690,Samoa
1506,Samoa American,2014-15,30,Samoa American
1507,Tokelau,2014-15,40,Tokelau
1508,Tonga,2014-15,290,Tonga
1511,Tuvalu,2014-15,20,Tuvalu
1512,Wallis/Futuna,2014-15,0,Wallis/Futuna
1599,"Polynesia, nec",2014-15,0,"Polynesia, nec"
2100,"UK, CIs & IOM",2014-15,24520,UK
2201,Ireland,2014-15,7220,Ireland
2301,Austria,2014-15,240,Austria
2302,Belgium,2014-15,450,Belgium
2303,France,2014-15,4090,France
2304,Germany,2014-15,3820,Germany
2306,Luxembourg,2014-15,20,Luxembourg
2307,Monaco,2014-15,10,Monaco
2308,Netherlands,2014-15,1300,Netherlands
2311,Switzerland,2014-15,510,Switzerland
2401,Denmark,2014-15,420,Denmark
2402,Faroe Islands,2014-15,0,Faroe Islands
2403,Finland,2014-15,310,Finland
2405,Iceland,2014-15,20,Iceland
2406,Norway,2014-15,480,Norway
2407,Sweden,2014-15,1040,Sweden
3101,Andorra,2014-15,0,Andorra
3102,Gibraltar,2014-15,10,Gibraltar
3104,Italy,2014-15,2960,Italy
3105,Malta,2014-15,140,Malta
3106,Portugal,2014-15,250,Portugal
3108,Spain,2014-15,910,Spain
3201,Albania,2014-15,80,Albania
3202,Bosnia/Herzegov,2014-15,340,Bosnia/Herzegov
3203,Bulgaria,2014-15,110,Bulgaria
3204,Croatia,2014-15,360,Croatia
3205,Cyprus,2014-15,140,Cyprus
3206,North Macedonia,2014-15,340,North Macedonia
3207,Greece,2014-15,870,Greece
3208,Moldova,2014-15,30,Moldova
3211,Romania,2014-15,270,Romania
3212,Slovenia,2014-15,100,Slovenia
3214,Montenegro,2014-15,10,Montenegro
3215,Serbia,2014-15,190,Serbia
3216,Kosovo,2014-15,10,Kosovo
3301,Belarus,2014-15,30,Belarus
3302,Czechia,2014-15,430,Czechia
3303,Estonia,2014-15,650,Estonia
3304,Hungary,2014-15,310,Hungary
3305,Latvia,2014-15,70,Latvia
3306,Lithuania,2014-15,90,Lithuania
3307,Poland,2014-15,720,Poland
3308,Russia,2014-15,550,Russia
3311,Slovakia,2014-15,200,Slovakia
3312,Ukraine,2014-15,210,Ukraine
4101,Algeria,2014-15,50,Algeria
4102,Egypt,2014-15,420,Egypt
4103,Libya,2014-15,120,Libya
4104,Morocco,2014-15,60,Morocco
4105,Sudan,2014-15,210,Sudan
4106,Tunisia,2014-15,20,Tunisia
4111,South Sudan,2014-15,10,South Sudan
4201,Bahrain,2014-15,60,Bahrain
4202,Palestine,2014-15,10,Palestine
4203,Iran,2014-15,1250,Iran
4204,Iraq,2014-15,530,Iraq
4205,Israel,2014-15,440,Israel
4206,Jordan,2014-15,230,Jordan
4207,Kuwait,2014-15,240,Kuwait
4208,Lebanon,2014-15,700,Lebanon
4211,Oman,2014-15,210,Oman
4212,Qatar,2014-15,50,Qatar
4213,Saudi Arabia,2014-15,2670,Saudi Arabia
4214,Syria,2014-15,90,Syria
4215,Türkiye,2014-15,940,Türkiye
4216,Unit Arab Emir,2014-15,370,Unit Arab Emir
4217,Yemen,2014-15,10,Yemen
5101,Myanmar,2014-15,410,Myanmar
5102,Cambodia,2014-15,370,Cambodia
5103,Laos,2014-15,190,Laos
5104,Thailand,2014-15,3150,Thailand
5105,Vietnam,2014-15,3400,Vietnam
5201,Brunei,2014-15,140,Brunei
5202,Indonesia,2014-15,4860,Indonesia
5203,Malaysia,2014-15,7220,Malaysia
5204,Philippines,2014-15,3350,Philippines
5205,Singapore,2014-15,4390,Singapore
5206,Timor-Leste,2014-15,140,Timor-Leste
6101,China,2014-15,23220,China
6102,Hong Kong,2014-15,4520,Hong Kong
6103,Macau,2014-15,200,Macau
6104,Mongolia,2014-15,240,Mongolia
6105,Taiwan,2014-15,10040,Taiwan
6201,Japan,2014-15,5070,Japan
6202,"Korea, North",2014-15,50,"Korea, North"
6203,"Korea, South",2014-15,9400,Korea South
7101,Bangladesh,2014-15,850,Bangladesh
7102,Bhutan,2014-15,200,Bhutan
7103,India,2014-15,11410,India
7104,Maldives,2014-15,70,Maldives
7105,Nepal,2014-15,870,Nepal
7106,Pakistan,2014-15,1340,Pakistan
7107,Sri Lanka,2014-15,1790,Sri Lanka
7201,Afghanistan,2014-15,210,Afghanistan
7202,Armenia,2014-15,20,Armenia
7203,Azerbaijan,2014-15,30,Azerbaijan
7204,Georgia,2014-15,20,Georgia
7205,Kazakhstan,2014-15,90,Kazakhstan
7206,Kyrgyzstan,2014-15,20,Kyrgyzstan
7207,Tajikistan,2014-15,10,Tajikistan
7208,Turkmenistan,2014-15,10,Turkmenistan
7211,Uzbekistan,2014-15,40,Uzbekistan
8101,Bermuda,2014-15,10,Bermuda
8102,Canada,2014-15,3300,Canada
8104,USA,2014-15,9170,USA
8201,Argentina,2014-15,360,Argentina
8202,Bolivia,2014-15,40,Bolivia
8203,Brazil,2014-15,3450,Brazil
8204,Chile,2014-15,830,Chile
8205,Colombia,2014-15,1300,Colombia
8206,Ecuador,2014-15,220,Ecuador
8207,Falkland Is,2014-15,0,Falkland Is
8208,French Guiana,2014-15,0,French Guiana
8211,Guyana,2014-15,10,Guyana
8212,Paraguay,2014-15,20,Paraguay
8213,Peru,2014-15,340,Peru
8214,Suriname,2014-15,0,Suriname
8215,Uruguay,2014-15,90,Uruguay
8216,Venezuela,2014-15,180,Venezuela
8301,Belize,2014-15,10,Belize
8302,Costa Rica,2014-15,30,Costa Rica
8303,El Salvador,2014-15,70,El Salvador
8304,Guatemala,2014-15,20,Guatemala
8305,Honduras,2014-15,10,Honduras
8306,Mexico,2014-15,320,Mexico
8307,Nicaragua,2014-15,20,Nicaragua
8308,Panama,2014-15,20,Panama
8404,Bahamas,2014-15,10,Bahamas
8405,Barbados,2014-15,10,Barbados
8406,Cayman Islands,2014-15,0,Cayman Islands
8407,Cuba,2014-15,30,Cuba
8408,Dominica,2014-15,0,Dominica
8411,Dominican Rep,2014-15,20,Dominican Rep
8412,Grenada,2014-15,10,Grenada
8413,Guadeloupe,2014-15,10,Guadeloupe
8414,Haiti,2014-15,10,Haiti
8415,Jamaica,2014-15,30,Jamaica
8416,Martinique,2014-15,10,Martinique
8421,Puerto Rico,2014-15,20,Puerto Rico
8423,St Lucia,2014-15,10,St Lucia
8424,St Vinc/Grenad,2014-15,0,St Vinc/Grenad
8425,Trinidad/Tobago,2014-15,50,Trinidad/Tobago
8428,"Virgin Is, US",2014-15,0,"Virgin Is, US"
8434,Curacao,2014-15,0,Curacao
9101,Benin,2014-15,0,Benin
9103,Cameroon,2014-15,30,Cameroon
9104,Cabo Verde,2014-15,0,Cabo Verde
9107,"Congo, Rep",2014-15,10,"Congo, Rep"
9108,"Congo, Dem Rep",2014-15,20,"Congo, Dem Rep"
9111,Cote d'Ivoire,2014-15,10,Cote d'Ivoire
9113,Gabon,2014-15,0,Gabon
9114,Gambia,2014-15,10,Gambia
9115,Ghana,2014-15,110,Ghana
9116,Guinea,2014-15,10,Guinea
9118,Liberia,2014-15,30,Liberia
9121,Mali,2014-15,10,Mali
9123,Niger,2014-15,10,Niger
9124,Nigeria,2014-15,210,Nigeria
9126,Senegal,2014-15,20,Senegal
9127,Sierra Leone,2014-15,30,Sierra Leone
9128,Togo,2014-15,0,Togo
9201,Angola,2014-15,20,Angola
9202,Botswana,2014-15,80,Botswana
9203,Burundi,2014-15,10,Burundi
9205,Djibouti,2014-15,0,Djibouti
9206,Eritrea,2014-15,30,Eritrea
9207,Ethiopia,2014-15,140,Ethiopia
9208,Kenya,2014-15,370,Kenya
9211,Lesotho,2014-15,10,Lesotho
9212,Madagascar,2014-15,10,Madagascar
9213,Malawi,2014-15,70,Malawi
9214,Mauritius,2014-15,390,Mauritius
9216,Mozambique,2014-15,20,Mozambique
9217,Namibia,2014-15,40,Namibia
9218,Reunion,2014-15,20,Reunion
9221,Rwanda,2014-15,20,Rwanda
9223,Seychelles,2014-15,30,Seychelles
9224,Somalia,2014-15,170,Somalia
9225,South Africa,2014-15,2470,South Africa
9226,Eswatini,2014-15,10,Eswatini
9227,Tanzania,2014-15,90,Tanzania
9228,Uganda,2014-15,60,Uganda
9231,Zambia,2014-15,220,Zambia
9232,Zimbabwe,2014-15,510,Zimbabwe
1102,Norfolk Island,2015-16,30,Norfolk Island
1201,New Zealand,2015-16,22740,New Zealand
1301,New Caledonia,2015-16,90,New Caledonia
1302,PNG,2015-16,810,PNG
1303,Solomon Islands,2015-16,90,Solomon Islands
1304,Vanuatu,2015-16,80,Vanuatu
1401,Guam,2015-16,10,Guam
1402,Kiribati,2015-16,40,Kiribati
1403,Marshall Is,2015-16,0,Marshall Is
1404,"Micronesia, F S",2015-16,10,"Micronesia, F S"
1405,Nauru,2015-16,20,Nauru
1406,N Mariana Is,2015-16,10,N Mariana Is
1407,Palau,2015-16,0,Palau
1501,Cook Islands,2015-16,270,Cook Islands
1502,Fiji,2015-16,890,Fiji
1503,French Poly,2015-16,30,French Poly
1504,Niue,2015-16,30,Niue
1505,Samoa,2015-16,800,Samoa
1506,Samoa American,2015-16,30,Samoa American
1507,Tokelau,2015-16,40,Tokelau
1508,Tonga,2015-16,360,Tonga
1511,Tuvalu,2015-16,20,Tuvalu
1512,Wallis/Futuna,2015-16,0,Wallis/Futuna
1599,"Polynesia, nec",2015-16,0,"Polynesia, nec"
2100,"UK, CIs & IOM",2015-16,23640,UK
2201,Ireland,2015-16,5990,Ireland
2301,Austria,2015-16,250,Austria
2302,Belgium,2015-16,480,Belgium
2303,France,2015-16,4550,France
2304,Germany,2015-16,4960,Germany
2306,Luxembourg,2015-16,10,Luxembourg
2307,Monaco,2015-16,10,Monaco
2308,Netherlands,2015-16,1430,Netherlands
2311,Switzerland,2015-16,540,Switzerland
2401,Denmark,2015-16,410,Denmark
2402,Faroe Islands,2015-16,0,Faroe Islands
2403,Finland,2015-16,380,Finland
2405,Iceland,2015-16,40,Iceland
2406,Norway,2015-16,400,Norway
2407,Sweden,2015-16,1080,Sweden
3101,Andorra,2015-16,0,Andorra
3102,Gibraltar,2015-16,10,Gibraltar
3104,Italy,2015-16,3260,Italy
3105,Malta,2015-16,130,Malta
3106,Portugal,2015-16,280,Portugal
3108,Spain,2015-16,1050,Spain
3201,Albania,2015-16,80,Albania
3202,Bosnia/Herzegov,2015-16,310,Bosnia/Herzegov
3203,Bulgaria,2015-16,120,Bulgaria
3204,Croatia,2015-16,410,Croatia
3205,Cyprus,2015-16,170,Cyprus
3206,North Macedonia,2015-16,310,North Macedonia
3207,Greece,2015-16,770,Greece
3208,Moldova,2015-16,20,Moldova
3211,Romania,2015-16,310,Romania
3212,Slovenia,2015-16,80,Slovenia
3214,Montenegro,2015-16,20,Montenegro
3215,Serbia,2015-16,240,Serbia
3216,Kosovo,2015-16,10,Kosovo
3301,Belarus,2015-16,40,Belarus
3302,Czechia,2015-16,440,Czechia
3303,Estonia,2015-16,570,Estonia
3304,Hungary,2015-16,290,Hungary
3305,Latvia,2015-16,50,Latvia
3306,Lithuania,2015-16,120,Lithuania
3307,Poland,2015-16,830,Poland
3308,Russia,2015-16,550,Russia
3311,Slovakia,2015-16,260,Slovakia
3312,Ukraine,2015-16,280,Ukraine
4101,Algeria,2015-16,60,Algeria
4102,Egypt,2015-16,410,Egypt
4103,Libya,2015-16,50,Libya
4104,Morocco,2015-16,60,Morocco
4105,Sudan,2015-16,190,Sudan
4106,Tunisia,2015-16,20,Tunisia
4111,South Sudan,2015-16,20,South Sudan
4201,Bahrain,2015-16,50,Bahrain
4202,Palestine,2015-16,0,Palestine
4203,Iran,2015-16,1160,Iran
4204,Iraq,2015-16,570,Iraq
4205,Israel,2015-16,430,Israel
4206,Jordan,2015-16,220,Jordan
4207,Kuwait,2015-16,300,Kuwait
4208,Lebanon,2015-16,760,Lebanon
4211,Oman,2015-16,180,Oman
4212,Qatar,2015-16,40,Qatar
4213,Saudi Arabia,2015-16,2970,Saudi Arabia
4214,Syria,2015-16,100,Syria
4215,Türkiye,2015-16,860,Türkiye
4216,Unit Arab Emir,2015-16,310,Unit Arab Emir
4217,Yemen,2015-16,10,Yemen
5101,Myanmar,2015-16,360,Myanmar
5102,Cambodia,2015-16,440,Cambodia
5103,Laos,2015-16,190,Laos
5104,Thailand,2015-16,3130,Thailand
5105,Vietnam,2015-16,3610,Vietnam
5201,Brunei,2015-16,150,Brunei
5202,Indonesia,2015-16,4500,Indonesia
5203,Malaysia,2015-16,7160,Malaysia
5204,Philippines,2015-16,3430,Philippines
5205,Singapore,2015-16,4930,Singapore
5206,Timor-Leste,2015-16,150,Timor-Leste
6101,China,2015-16,24710,China
6102,Hong Kong,2015-16,4270,Hong Kong
6103,Macau,2015-16,170,Macau
6104,Mongolia,2015-16,260,Mongolia
6105,Taiwan,2015-16,8630,Taiwan
6201,Japan,2015-16,5350,Japan
6202,"Korea, North",2015-16,70,"Korea, North"
6203,"Korea, South",2015-16,9030,Korea South
7101,Bangladesh,2015-16,950,Bangladesh
7102,Bhutan,2015-16,330,Bhutan
7103,India,2015-16,11160,India
7104,Maldives,2015-16,90,Maldives
7105,Nepal,2015-16,820,Nepal
7106,Pakistan,2015-16,1500,Pakistan
7107,Sri Lanka,2015-16,2040,Sri Lanka
7201,Afghanistan,2015-16,190,Afghanistan
7202,Armenia,2015-16,20,Armenia
7203,Azerbaijan,2015-16,30,Azerbaijan
7204,Georgia,2015-16,10,Georgia
7205,Kazakhstan,2015-16,100,Kazakhstan
7206,Kyrgyzstan,2015-16,20,Kyrgyzstan
7207,Tajikistan,2015-16,10,Tajikistan
7208,Turkmenistan,2015-16,0,Turkmenistan
7211,Uzbekistan,2015-16,50,Uzbekistan
8101,Bermuda,2015-16,10,Bermuda
8102,Canada,2015-16,3440,Canada
8104,USA,2015-16,9920,USA
8201,Argentina,2015-16,480,Argentina
8202,Bolivia,2015-16,30,Bolivia
8203,Brazil,2015-16,2180,Brazil
8204,Chile,2015-16,870,Chile
8205,Colombia,2015-16,1290,Colombia
8206,Ecuador,2015-16,270,Ecuador
8207,Falkland Is,2015-16,0,Falkland Is
8208,French Guiana,2015-16,0,French Guiana
8211,Guyana,2015-16,20,Guyana
8212,Paraguay,2015-16,20,Paraguay
8213,Peru,2015-16,330,Peru
8214,Suriname,2015-16,10,Suriname
8215,Uruguay,2015-16,80,Uruguay
8216,Venezuela,2015-16,190,Venezuela
8301,Belize,2015-16,0,Belize
8302,Costa Rica,2015-16,30,Costa Rica
8303,El Salvador,2015-16,80,El Salvador
8304,Guatemala,2015-16,40,Guatemala
8305,Honduras,2015-16,30,Honduras
8306,Mexico,2015-16,380,Mexico
8307,Nicaragua,2015-16,20,Nicaragua
8308,Panama,2015-16,20,Panama
8404,Bahamas,2015-16,10,Bahamas
8405,Barbados,2015-16,10,Barbados
8406,Cayman Islands,2015-16,0,Cayman Islands
8407,Cuba,2015-16,30,Cuba
8408,Dominica,2015-16,0,Dominica
8411,Dominican Rep,2015-16,20,Dominican Rep
8412,Grenada,2015-16,10,Grenada
8413,Guadeloupe,2015-16,10,Guadeloupe
8414,Haiti,2015-16,10,Haiti
8415,Jamaica,2015-16,60,Jamaica
8416,Martinique,2015-16,0,Martinique
8421,Puerto Rico,2015-16,10,Puerto Rico
8423,St Lucia,2015-16,0,St Lucia
8424,St Vinc/Grenad,2015-16,10,St Vinc/Grenad
8425,Trinidad/Tobago,2015-16,70,Trinidad/Tobago
8428,"Virgin Is, US",2015-16,0,"Virgin Is, US"
8434,Curacao,2015-16,0,Curacao
9101,Benin,2015-16,0,Benin
9103,Cameroon,2015-16,30,Cameroon
9104,Cabo Verde,2015-16,0,Cabo Verde
9107,"Congo, Rep",2015-16,20,"Congo, Rep"
9108,"Congo, Dem Rep",2015-16,30,"Congo, Dem Rep"
9111,Cote d'Ivoire,2015-16,10,Cote d'Ivoire
9113,Gabon,2015-16,0,Gabon
9114,Gambia,2015-16,10,Gambia
9115,Ghana,2015-16,140,Ghana
9116,Guinea,2015-16,10,Guinea
9118,Liberia,2015-16,50,Liberia
9121,Mali,2015-16,0,Mali
9123,Niger,2015-16,0,Niger
9124,Nigeria,2015-16,200,Nigeria
9126,Senegal,2015-16,10,Senegal
9127,Sierra Leone,2015-16,40,Sierra Leone
9128,Togo,2015-16,10,Togo
9201,Angola,2015-16,10,Angola
9202,Botswana,2015-16,60,Botswana
9203,Burundi,2015-16,10,Burundi
9205,Djibouti,2015-16,0,Djibouti
9206,Eritrea,2015-16,30,Eritrea
9207,Ethiopia,2015-16,150,Ethiopia
9208,Kenya,2015-16,380,Kenya
9211,Lesotho,2015-16,10,Lesotho
9212,Madagascar,2015-16,10,Madagascar
9213,Malawi,2015-16,40,Malawi
9214,Mauritius,2015-16,370,Mauritius
9216,Mozambique,2015-16,30,Mozambique
9217,Namibia,2015-16,20,Namibia
9218,Reunion,2015-16,20,Reunion
9221,Rwanda,2015-16,10,Rwanda
9223,Seychelles,2015-16,40,Seychelles
9224,Somalia,2015-16,170,Somalia
9225,South Africa,2015-16,2370,South Africa
9226,Eswatini,2015-16,20,Eswatini
9227,Tanzania,2015-16,100,Tanzania
9228,Uganda,2015-16,80,Uganda
9231,Zambia,2015-16,180,Zambia
9232,Zimbabwe,2015-16,450,Zimbabwe
1102,Norfolk Island,2016-17,10,Norfolk Island
1201,New Zealand,2016-17,20820,New Zealand
1301,New Caledonia,2016-17,110,New Caledonia
1302,PNG,2016-17,800,PNG
1303,Solomon Islands,2016-17,90,Solomon Islands
1304,Vanuatu,2016-17,60,Vanuatu
1401,Guam,2016-17,10,Guam
1402,Kiribati,2016-17,30,Kiribati
1403,Marshall Is,2016-17,10,Marshall Is
1404,"Micronesia, F S",2016-17,10,"Micronesia, F S"
1405,Nauru,2016-17,30,Nauru
1406,N Mariana Is,2016-17,0,N Mariana Is
1407,Palau,2016-17,10,Palau
1501,Cook Islands,2016-17,280,Cook Islands
1502,Fiji,2016-17,900,Fiji
1503,French Poly,2016-17,40,French Poly
1504,Niue,2016-17,30,Niue
1505,Samoa,2016-17,780,Samoa
1506,Samoa American,2016-17,30,Samoa American
1507,Tokelau,2016-17,50,Tokelau
1508,Tonga,2016-17,320,Tonga
1511,Tuvalu,2016-17,10,Tuvalu
1512,Wallis/Futuna,2016-17,0,Wallis/Futuna
1599,"Polynesia, nec",2016-17,0,"Polynesia, nec"
2100,"UK, CIs & IOM",2016-17,22620,UK
2201,Ireland,2016-17,4660,Ireland
2301,Austria,2016-17,260,Austria
2302,Belgium,2016-17,510,Belgium
2303,France,2016-17,4660,France
2304,Germany,2016-17,5010,Germany
2306,Luxembourg,2016-17,20,Luxembourg
2307,Monaco,2016-17,10,Monaco
2308,Netherlands,2016-17,1640,Netherlands
2311,Switzerland,2016-17,600,Switzerland
2401,Denmark,2016-17,390,Denmark
2402,Faroe Islands,2016-17,0,Faroe Islands
2403,Finland,2016-17,340,Finland
2405,Iceland,2016-17,30,Iceland
2406,Norway,2016-17,400,Norway
2407,Sweden,2016-17,1150,Sweden
3101,Andorra,2016-17,0,Andorra
3102,Gibraltar,2016-17,10,Gibraltar
3104,Italy,2016-17,3330,Italy
3105,Malta,2016-17,110,Malta
3106,Portugal,2016-17,320,Portugal
3108,Spain,2016-17,1210,Spain
3201,Albania,2016-17,90,Albania
3202,Bosnia/Herzegov,2016-17,320,Bosnia/Herzegov
3203,Bulgaria,2016-17,130,Bulgaria
3204,Croatia,2016-17,360,Croatia
3205,Cyprus,2016-17,170,Cyprus
3206,North Macedonia,2016-17,280,North Macedonia
3207,Greece,2016-17,780,Greece
3208,Moldova,2016-17,30,Moldova
3211,Romania,2016-17,270,Romania
3212,Slovenia,2016-17,90,Slovenia
3214,Montenegro,2016-17,20,Montenegro
3215,Serbia,2016-17,190,Serbia
3216,Kosovo,2016-17,10,Kosovo
3301,Belarus,2016-17,40,Belarus
3302,Czechia,2016-17,430,Czechia
3303,Estonia,2016-17,520,Estonia
3304,Hungary,2016-17,270,Hungary
3305,Latvia,2016-17,50,Latvia
3306,Lithuania,2016-17,110,Lithuania
3307,Poland,2016-17,780,Poland
3308,Russia,2016-17,530,Russia
3311,Slovakia,2016-17,240,Slovakia
3312,Ukraine,2016-17,270,Ukraine
