display_country,continent,year,departures,remittances_aud,population_millions
India,Asia,2008,7030,78964097528,1428.6
India,Asia,2009,8390,77742180974,1428.6
India,Asia,2010,12550,84498336932,1428.6
India,Asia,2011,14530,98748539203,1428.6
India,Asia,2012,11640,108736418183,1428.6
India,Asia,2013,11610,110553170138,1428.6
India,Asia,2014,12180,111214055619,1428.6
India,Asia,2015,11410,108877315497,1428.6
India,Asia,2016,11160,99136095262,1428.6
India,Asia,2017,10580,108968137290,1428.6
India,Asia,2018,11580,124488470067,1428.6
India,Asia,2019,13160,131664683244,1428.6
India,Asia,2020,19020,131375693236,1428.6
India,Asia,2021,21830,141212740504,1428.6
India,Asia,2022,20720,175730404061,1428.6
India,Asia,2023,13080,188851166913,1428.6
Nepal,Asia,2005,220,1914680739,30.0
Nepal,Asia,2006,240,2296105653,30.0
Nepal,Asia,2007,170,2739496459,30.0
Nepal,Asia,2008,150,4308881970,30.0
Nepal,Asia,2009,350,4713672266,30.0
Nepal,Asia,2010,630,5473266437,30.0
Nepal,Asia,2011,1020,6662692535,30.0
Nepal,Asia,2012,720,7572159796,30.0
Nepal,Asia,2013,800,8822249362,30.0
Nepal,Asia,2014,830,9304067245,30.0
Nepal,Asia,2015,870,10633298360,30.0
Nepal,Asia,2016,820,10446704899,30.0
Nepal,Asia,2017,920,10946451352,30.0
Nepal,Asia,2018,1070,13092874636,30.0
Nepal,Asia,2019,1410,13026256074,30.0
Nepal,Asia,2020,2570,12810236565,30.0
Nepal,Asia,2021,2630,12997017708,30.0
Nepal,Asia,2022,2590,14870421799,30.0
Nepal,Asia,2023,1650,17007771794,30.0
Pakistan,Asia,2005,690,6762400000,231.4
Pakistan,Asia,2006,710,8091180000,231.4
Pakistan,Asia,2007,650,9476840000,231.4
Pakistan,Asia,2008,800,11121620000,231.4
Pakistan,Asia,2009,790,13772860000,231.4
Pakistan,Asia,2010,860,15310200000,231.4
Pakistan,Asia,2011,1030,19375540000,231.4
Pakistan,Asia,2012,960,22131060000,231.4
Pakistan,Asia,2013,1070,23113820000,231.4
Pakistan,Asia,2014,1380,27245520000,231.4
Pakistan,Asia,2015,1340,30503480000,231.4
Pakistan,Asia,2016,1500,31314020000,231.4
Pakistan,Asia,2017,1740,31372480000,231.4
Pakistan,Asia,2018,1820,33484940000,231.4
Pakistan,Asia,2019,1920,35158160000,231.4
Pakistan,Asia,2020,3300,41220620000,231.4
Pakistan,Asia,2021,2940,49472960000,231.4
Pakistan,Asia,2022,2320,47678080000,231.4
Pakistan,Asia,2023,1520,41961640000,231.4
Sri Lanka,Asia,2005,1300,3121346880,22.2
Sri Lanka,Asia,2006,1190,3423496600,22.2
Sri Lanka,Asia,2007,1180,3961534000,22.2
Sri Lanka,Asia,2008,1150,4620710000,22.2
Sri Lanka,Asia,2009,1280,5271986000,22.2
Sri Lanka,Asia,2010,1560,6514545400,22.2
Sri Lanka,Asia,2011,1680,8141755800,22.2
Sri Lanka,Asia,2012,1440,9479292673,22.2
Sri Lanka,Asia,2013,1500,10147054871,22.2
Sri Lanka,Asia,2014,1910,11117395950,22.2
Sri Lanka,Asia,2015,1790,11059575730,22.2
Sri Lanka,Asia,2016,2040,11473725410,22.2
Sri Lanka,Asia,2017,1820,11360667704,22.2
Sri Lanka,Asia,2018,2020,11128002493,22.2
Sri Lanka,Asia,2019,2080,10662949230,22.2
Sri Lanka,Asia,2020,2410,11281854692,22.2
Sri Lanka,Asia,2021,2410,8724545864,22.2
Sri Lanka,Asia,2022,2150,6034610615,22.2
Sri Lanka,Asia,2023,1450,9515699362,22.2
Afghanistan,Asia,2008,130,141473889,1.0
Afghanistan,Asia,2009,170,222298363,1.0
Afghanistan,Asia,2010,170,597566518,1.0
Afghanistan,Asia,2011,270,283004167,1.0
Afghanistan,Asia,2012,180,346677418,1.0
Afghanistan,Asia,2013,200,548521161,1.0
Afghanistan,Asia,2014,360,400321158,1.0
Afghanistan,Asia,2015,210,550827053,1.0
Afghanistan,Asia,2016,190,991783068,1.0
Afghanistan,Asia,2017,220,1299915976,1.0
Afghanistan,Asia,2018,200,1269603397,1.0
Afghanistan,Asia,2019,270,1309143608,1.0
Afghanistan,Asia,2020,270,1246489042,1.0
Kazakhstan,Asia,2009,50,313157876,19.3
Kazakhstan,Asia,2011,50,283939099,19.3
Kazakhstan,Asia,2012,60,447116061,19.3
Kazakhstan,Asia,2013,80,539421276,19.3
Kazakhstan,Asia,2014,80,634181974,19.3
Kazakhstan,Asia,2015,90,464946088,19.3
Kazakhstan,Asia,2016,100,606981297,19.3
Kazakhstan,Asia,2017,100,885465123,19.3
Kazakhstan,Asia,2018,100,976502222,19.3
Kazakhstan,Asia,2019,90,799600081,19.3
Kazakhstan,Asia,2020,100,591538224,19.3
Kazakhstan,Asia,2021,90,489620244,19.3
Kazakhstan,Asia,2022,70,759668566,19.3
Kazakhstan,Asia,2023,70,479884293,19.3
Uzbekistan,Asia,2016,50,9156197014,35.3
Uzbekistan,Asia,2017,50,11265639748,35.3
Uzbekistan,Asia,2018,60,12023189633,35.3
Uzbekistan,Asia,2019,50,13502922962,35.3
Uzbekistan,Asia,2020,60,11192286774,35.3
Uzbekistan,Asia,2021,80,14657415386,35.3
Uzbekistan,Asia,2022,80,24509155357,35.3
Uzbekistan,Asia,2023,50,22386836409,35.3
Canada,Americas,2005,2100,1475177828,38.8
Canada,Americas,2006,2290,1715393356,38.8
Canada,Americas,2007,2430,1860417802,38.8
Canada,Americas,2008,2970,2053071271,38.8
Canada,Americas,2009,3470,1890382665,38.8
Canada,Americas,2010,3280,1894669245,38.8
Canada,Americas,2011,3310,1939205065,38.8
Canada,Americas,2012,3340,1982268774,38.8
Canada,Americas,2013,3750,2111730997,38.8
Canada,Americas,2014,3440,2135061409,38.8
Canada,Americas,2015,3300,2013323482,38.8
Canada,Americas,2016,3440,2037133279,38.8
Canada,Americas,2017,3510,2003733059,38.8
Canada,Americas,2018,3660,2046996202,38.8
Canada,Americas,2019,3480,2072616459,38.8
Canada,Americas,2020,3070,1298495261,38.8
Canada,Americas,2021,1800,1313774261,38.8
Canada,Americas,2022,2030,1364862423,38.8
Canada,Americas,2023,1820,1338565285,38.8
USA,Americas,2005,7380,7576100000,334.9
USA,Americas,2006,7730,8007440000,334.9
USA,Americas,2007,6980,8246020000,334.9
USA,Americas,2008,10460,8475120000,334.9
USA,Americas,2009,11350,9069200000,334.9
USA,Americas,2010,9340,9369400000,334.9
USA,Americas,2011,8300,9644320000,334.9
USA,Americas,2012,8450,9958740000,334.9
USA,Americas,2013,10110,10448540000,334.9
USA,Americas,2014,9560,10274740000,334.9
USA,Americas,2015,9170,10393240000,334.9
USA,Americas,2016,9920,10001400000,334.9
USA,Americas,2017,9130,10028260000,334.9
USA,Americas,2018,10020,10966780000,334.9
USA,Americas,2019,10040,11137420000,334.9
USA,Americas,2020,8500,10786660000,334.9
USA,Americas,2021,4660,11206940000,334.9
USA,Americas,2022,5260,12107540000,334.9
USA,Americas,2023,4340,13272000000,334.9
Argentina,Americas,2005,220,682702200,45.8
Argentina,Americas,2006,250,854203998,45.8
Argentina,Americas,2007,270,958268304,45.8
Argentina,Americas,2008,260,1114128157,45.8
Argentina,Americas,2009,330,993096954,45.8
Argentina,Americas,2010,260,1017995169,45.8
Argentina,Americas,2011,240,1101859729,45.8
Argentina,Americas,2012,250,912502080,45.8
Argentina,Americas,2013,290,845306967,45.8
Argentina,Americas,2014,290,798448089,45.8
Argentina,Americas,2015,360,781204981,45.8
Argentina,Americas,2016,480,618694895,45.8
Argentina,Americas,2017,520,758301186,45.8
Argentina,Americas,2018,610,825457575,45.8
Argentina,Americas,2019,750,887009543,45.8
Argentina,Americas,2020,840,1023982279,45.8
Argentina,Americas,2021,650,1426407287,45.8
Argentina,Americas,2022,1220,1669206635,45.8
Argentina,Americas,2023,550,1594198579,45.8
Brazil,Americas,2005,680,4432465640,215.3
Brazil,Americas,2006,670,5193715960,215.3
Brazil,Americas,2007,860,5222996520,215.3
Brazil,Americas,2008,1160,5755284300,215.3
Brazil,Americas,2009,1630,4564872010,215.3
Brazil,Americas,2010,2050,4870826948,215.3
Brazil,Americas,2011,2090,5079071544,215.3
Brazil,Americas,2012,1800,4398833848,215.3
Brazil,Americas,2013,1800,4293926608,215.3
Brazil,Americas,2014,1890,4183695451,215.3
Brazil,Americas,2015,3450,4577117724,215.3
Brazil,Americas,2016,2180,4328862712,215.3
Brazil,Americas,2017,2670,4264057629,215.3
Brazil,Americas,2018,3000,4634913057,215.3
Brazil,Americas,2019,3680,5077522249,215.3
Brazil,Americas,2020,4380,5634626713,215.3
Brazil,Americas,2021,2250,6481188673,215.3
Brazil,Americas,2022,2080,7858538801,215.3
Brazil,Americas,2023,1580,7005247506,215.3
Chile,Americas,2009,510,82062125,19.6
Chile,Americas,2010,600,98473379,19.6
Chile,Americas,2011,620,112049463,19.6
Chile,Americas,2012,650,113807464,19.6
Chile,Americas,2013,750,112350869,19.6
Chile,Americas,2014,800,95768076,19.6
Chile,Americas,2015,830,93207701,19.6
Chile,Americas,2016,870,101990758,19.6
Chile,Americas,2017,920,105135971,19.6
Chile,Americas,2018,1080,110373823,19.6
Chile,Americas,2019,1240,109608979,19.6
Chile,Americas,2020,1470,104592015,19.6
Chile,Americas,2021,610,105046257,19.6
Chile,Americas,2022,830,134572157,19.6
Chile,Americas,2023,580,153366493,19.6
Colombia,Americas,2005,310,5286064308,52.2
Colombia,Americas,2006,280,6160672665,52.2
Colombia,Americas,2007,310,7047107273,52.2
Colombia,Americas,2008,420,7626424947,52.2
Colombia,Americas,2009,610,6517282836,52.2
Colombia,Americas,2010,830,6368737195,52.2
Colombia,Americas,2011,1000,6480079108,52.2
Colombia,Americas,2012,930,6349505976,52.2
Colombia,Americas,2013,970,7030734055,52.2
Colombia,Americas,2014,1300,6581855096,52.2
Colombia,Americas,2015,1300,7902522458,52.2
Colombia,Americas,2016,1290,8203291863,52.2
Colombia,Americas,2017,1290,9193662343,52.2
Colombia,Americas,2018,1700,10546625285,52.2
Colombia,Americas,2019,1950,11243749495,52.2
Colombia,Americas,2020,1980,10940751294,52.2
Colombia,Americas,2021,1690,13601064974,52.2
Colombia,Americas,2022,1680,14938121877,52.2
Colombia,Americas,2023,1080,15976317610,52.2
Ecuador,Americas,2005,60,3886800000,18.0
Ecuador,Americas,2006,50,4635417922,18.0
Ecuador,Americas,2007,50,5279313745,18.0
Ecuador,Americas,2008,60,4880040344,18.0
Ecuador,Americas,2009,50,4333049213,18.0
Ecuador,Americas,2010,50,4106462721,18.0
Ecuador,Americas,2011,60,4235342212,18.0
Ecuador,Americas,2012,60,3912437020,18.0
Ecuador,Americas,2013,100,3884908881,18.0
Ecuador,Americas,2014,120,3906470035,18.0
Ecuador,Americas,2015,220,3772338309,18.0
Ecuador,Americas,2016,270,4127084586,18.0
Ecuador,Americas,2017,170,4501528352,18.0
Ecuador,Americas,2018,150,4801744044,18.0
Ecuador,Americas,2019,140,5123441221,18.0
Ecuador,Americas,2020,120,5283039938,18.0
Ecuador,Americas,2021,80,6900558013,18.0
Ecuador,Americas,2022,100,7501809105,18.0
Ecuador,Americas,2023,70,8614843313,18.0
Peru,Americas,2005,130,2275306707,33.4
Peru,Americas,2006,130,2903240953,33.4
Peru,Americas,2007,130,3366687168,33.4
Peru,Americas,2008,180,3860958444,33.4
Peru,Americas,2009,290,3805743057,33.4
Peru,Americas,2010,290,4003579234,33.4
Peru,Americas,2011,290,4261199522,33.4
Peru,Americas,2012,290,4485664318,33.4
Peru,Americas,2013,270,4342491662,33.4
Peru,Americas,2014,290,4249471868,33.4
Peru,Americas,2015,340,4368713854,33.4
Peru,Americas,2016,330,4650087870,33.4
Peru,Americas,2017,320,4918169246,33.4
Peru,Americas,2018,260,5110208037,33.4
Peru,Americas,2019,330,5284396994,33.4
Peru,Americas,2020,330,4592766841,33.4
Peru,Americas,2021,160,5700521585,33.4
Peru,Americas,2022,290,5863072270,33.4
Peru,Americas,2023,220,7025967471,33.4
Uruguay,Americas,2005,110,121249816,3.5
Uruguay,Americas,2006,110,140516700,3.5
Uruguay,Americas,2007,80,152432080,3.5
Uruguay,Americas,2008,110,170500960,3.5
Uruguay,Americas,2009,100,159695340,3.5
Uruguay,Americas,2010,80,197327780,3.5
Uruguay,Americas,2011,100,203560880,3.5
Uruguay,Americas,2012,90,144731454,3.5
Uruguay,Americas,2013,100,156180596,3.5
Uruguay,Americas,2014,80,154572641,3.5
Uruguay,Americas,2015,90,142621952,3.5
Uruguay,Americas,2016,80,142900182,3.5
Uruguay,Americas,2017,80,172822857,3.5
Uruguay,Americas,2018,100,180053165,3.5
Uruguay,Americas,2019,140,177389299,3.5
Uruguay,Americas,2020,170,175565478,3.5
Uruguay,Americas,2021,110,198658796,3.5
Uruguay,Americas,2022,130,197763241,3.5
Uruguay,Americas,2023,90,212681324,3.5
Costa Rica,Americas,2013,50,942310753,5.2
El Salvador,Americas,2005,80,4785188000,6.3
El Salvador,Americas,2006,80,5502666000,6.3
El Salvador,Americas,2007,60,5860299000,6.3
El Salvador,Americas,2008,70,5932505000,6.3
El Salvador,Americas,2009,80,5375697200,6.3
El Salvador,Americas,2010,50,5485502016,6.3
El Salvador,Americas,2011,70,5757439809,6.3
El Salvador,Americas,2012,50,6184196684,6.3
El Salvador,Americas,2013,50,6267036106,6.3
El Salvador,Americas,2014,70,6573397242,6.3
El Salvador,Americas,2015,70,6753900668,6.3
El Salvador,Americas,2016,80,7207296512,6.3
El Salvador,Americas,2017,70,7894238601,6.3
El Salvador,Americas,2018,60,8518947149,6.3
El Salvador,Americas,2019,90,8937671666,6.3
El Salvador,Americas,2022,50,12404583486,6.3
El Salvador,Americas,2023,60,13093292379,6.3
Mexico,Americas,2005,190,35932108650,128.5
Mexico,Americas,2006,240,41937642213,128.5
Mexico,Americas,2007,220,43476830201,128.5
Mexico,Americas,2008,230,42789117862,128.5
Mexico,Americas,2009,380,36171142208,128.5
Mexico,Americas,2010,270,35972992399,128.5
Mexico,Americas,2011,310,38220255077,128.5
Mexico,Americas,2012,280,38009426749,128.5
Mexico,Americas,2013,390,37882234979,128.5
Mexico,Americas,2014,390,40379497161,128.5
Mexico,Americas,2015,320,42383353324,128.5
Mexico,Americas,2016,380,46339535015,128.5
Mexico,Americas,2017,390,52018145540,128.5
Mexico,Americas,2018,430,57711563393,128.5
Mexico,Americas,2019,460,62936957710,128.5
Mexico,Americas,2020,560,69484693265,128.5
Mexico,Americas,2021,300,87005906705,128.5
Mexico,Americas,2022,340,97103194400,128.5
Mexico,Americas,2023,270,104655799208,128.5
Jamaica,Americas,2016,60,3844808017,2.8
Jamaica,Americas,2019,50,4048816510,2.8
Ghana,Africa,2005,90,156711630,33.5
Ghana,Africa,2006,60,166300132,33.5
Ghana,Africa,2007,70,185434665,33.5
Ghana,Africa,2008,70,199245432,33.5
Ghana,Africa,2009,50,180839974,33.5
Ghana,Africa,2010,70,214646413,33.5
Ghana,Africa,2011,80,3372729000,33.5
Ghana,Africa,2012,80,3405682100,33.5
Ghana,Africa,2013,100,2945104200,33.5
Ghana,Africa,2014,120,3172373739,33.5
Ghana,Africa,2015,110,7872258932,33.5
Ghana,Africa,2016,140,4708296043,33.5
Ghana,Africa,2017,150,5587527800,33.5
Ghana,Africa,2018,140,5562495265,33.5
Ghana,Africa,2019,120,6404837672,33.5
Ghana,Africa,2020,170,6781291745,33.5
Ghana,Africa,2021,190,3090402031,33.5
Ghana,Africa,2022,140,3362374431,33.5
Ghana,Africa,2023,90,3877850671,33.5
Nigeria,Africa,2005,120,23131333209,223.8
Nigeria,Africa,2006,80,26752787644,223.8
Nigeria,Africa,2007,90,28462800643,223.8
Nigeria,Africa,2008,110,30335958977,223.8
Nigeria,Africa,2009,100,29025859125,223.8
Nigeria,Africa,2010,120,31196712999,223.8
Nigeria,Africa,2011,80,32574500551,223.8
Nigeria,Africa,2012,110,32457757447,223.8
Nigeria,Africa,2013,140,32859376853,223.8
Nigeria,Africa,2014,150,33178553984,223.8
Nigeria,Africa,2015,210,32589154140,223.8
Nigeria,Africa,2016,200,31122742046,223.8
Nigeria,Africa,2017,170,34818486594,223.8
Nigeria,Africa,2018,200,38411415417,223.8
Nigeria,Africa,2019,280,37618664614,223.8
Nigeria,Africa,2020,260,27187924743,223.8
Nigeria,Africa,2021,320,30783775253,223.8
Nigeria,Africa,2022,230,31801630358,223.8
Nigeria,Africa,2023,230,30888287997,223.8
Botswana,Africa,2005,120,186036319,2.6
Botswana,Africa,2006,200,164097230,2.6
Botswana,Africa,2007,180,145662599,2.6
Botswana,Africa,2008,110,73980650,2.6
Botswana,Africa,2009,130,24030266,2.6
Botswana,Africa,2010,120,35267621,2.6
Botswana,Africa,2011,120,32247608,2.6
Botswana,Africa,2012,70,28602967,2.6
Botswana,Africa,2013,70,56886851,2.6
Botswana,Africa,2014,60,72874528,2.6
Botswana,Africa,2015,80,47472079,2.6
Botswana,Africa,2016,60,38903553,2.6
Botswana,Africa,2017,50,61551367,2.6
Botswana,Africa,2021,50,95722103,2.6
Ethiopia,Africa,2005,50,274160661,126.5
Ethiopia,Africa,2006,70,272002236,126.5
Ethiopia,Africa,2007,80,565384395,126.5
Ethiopia,Africa,2008,110,610980100,126.5
Ethiopia,Africa,2009,90,413331083,126.5
Ethiopia,Africa,2010,90,689107325,126.5
Ethiopia,Africa,2011,80,850577034,126.5
Ethiopia,Africa,2012,120,986489858,126.5
Ethiopia,Africa,2013,100,1316189481,126.5
Ethiopia,Africa,2014,140,2838276903,126.5
Ethiopia,Africa,2015,140,1717439067,126.5
Ethiopia,Africa,2016,150,1220132796,126.5
Ethiopia,Africa,2017,130,621539089,126.5
Ethiopia,Africa,2018,120,689394232,126.5
Ethiopia,Africa,2019,170,757806181,126.5
Ethiopia,Africa,2020,230,638459545,126.5
Ethiopia,Africa,2021,130,707282393,126.5
Ethiopia,Africa,2022,160,806117920,126.5
Ethiopia,Africa,2023,150,852189415,126.5
Kenya,Africa,2005,340,671485853,55.1
Kenya,Africa,2006,330,901325653,55.1
Kenya,Africa,2007,320,1019428437,55.1
Kenya,Africa,2008,300,1054361388,55.1
Kenya,Africa,2009,320,997708195,55.1
Kenya,Africa,2010,350,1083496490,55.1
Kenya,Africa,2011,360,1475955741,55.1
Kenya,Africa,2012,370,1913413874,55.1
Kenya,Africa,2013,340,2060758025,55.1
Kenya,Africa,2014,400,2276537075,55.1
Kenya,Africa,2015,370,2479443203,55.1
Kenya,Africa,2016,380,2756529896,55.1
Kenya,Africa,2017,370,3100391508,55.1
Kenya,Africa,2018,370,4298178377,55.1
Kenya,Africa,2019,430,4484343700,55.1
Kenya,Africa,2020,400,4910532960,55.1
Kenya,Africa,2021,340,5956741629,55.1
Kenya,Africa,2022,340,6414342118,55.1
Kenya,Africa,2023,320,6679626338,55.1
Malawi,Africa,2007,50,33201365,20.9
Malawi,Africa,2013,60,53929069,20.9
Malawi,Africa,2014,60,60809727,20.9
Malawi,Africa,2015,70,65560484,20.9
Malawi,Africa,2019,50,443842784,20.9
Mauritius,Africa,2005,240,962527,1.3
Mauritius,Africa,2006,220,1151505,1.3
Mauritius,Africa,2007,220,1111680,1.3
Mauritius,Africa,2008,220,1001256,1.3
Mauritius,Africa,2009,350,1043531,1.3
Mauritius,Africa,2010,590,1286687,1.3
Mauritius,Africa,2011,640,820012,1.3
Mauritius,Africa,2012,470,1361869,1.3
Mauritius,Africa,2013,440,873551,1.3
Mauritius,Africa,2014,450,516720046,1.3
Mauritius,Africa,2015,390,353252895,1.3
Mauritius,Africa,2016,370,306625274,1.3
Mauritius,Africa,2017,340,395384153,1.3
Mauritius,Africa,2018,390,386501595,1.3
Mauritius,Africa,2019,430,503248433,1.3
Mauritius,Africa,2020,370,449870711,1.3
Mauritius,Africa,2021,310,430509861,1.3
Mauritius,Africa,2022,280,432664121,1.3
Mauritius,Africa,2023,270,498302548,1.3
Mozambique,Africa,2007,60,157029620,33.1
Mozambique,Africa,2008,50,182875476,33.1
Mozambique,Africa,2010,50,182928031,33.1
Mozambique,Africa,2014,50,245634646,33.1
Seychelles,Africa,2005,50,19119724,1.0
Seychelles,Africa,2006,60,20965905,1.0
Seychelles,Africa,2007,50,7533477,1.0
Seychelles,Africa,2008,80,4995672,1.0
Seychelles,Africa,2010,70,27455582,1.0
Seychelles,Africa,2014,60,23820009,1.0
South Africa,Africa,2005,1900,969452343,60.4
South Africa,Africa,2006,1940,1093249718,60.4
South Africa,Africa,2007,1900,1251914881,60.4
South Africa,Africa,2008,1980,1238235774,60.4
South Africa,Africa,2009,2090,1362041577,60.4
South Africa,Africa,2010,2460,1689922781,60.4
South Africa,Africa,2011,2280,1830306454,60.4
South Africa,Africa,2012,2280,1713564204,60.4
South Africa,Africa,2013,2210,1533635433,60.4
South Africa,Africa,2014,2530,1443176904,60.4
South Africa,Africa,2015,2470,1303900498,60.4
South Africa,Africa,2016,2370,1193585797,60.4
South Africa,Africa,2017,2260,1380700634,60.4
South Africa,Africa,2018,2240,1467888542,60.4
South Africa,Africa,2019,2080,1406293684,60.4
South Africa,Africa,2020,1510,1281192934,60.4
South Africa,Africa,2021,1230,1464108333,60.4
South Africa,Africa,2022,1760,1379111810,60.4
South Africa,Africa,2023,1740,1269349256,60.4
Tanzania,Africa,2005,50,30598754,65.5
Tanzania,Africa,2006,70,24301466,65.5
Tanzania,Africa,2007,60,40228987,65.5
Tanzania,Africa,2008,70,58175201,65.5
Tanzania,Africa,2009,70,62926808,65.5
Tanzania,Africa,2010,80,543974333,65.5
Tanzania,Africa,2011,90,647110119,65.5
Tanzania,Africa,2012,70,616419443,65.5
Tanzania,Africa,2013,90,603450639,65.5
Tanzania,Africa,2014,90,615386567,65.5
Tanzania,Africa,2015,90,612674665,65.5
Tanzania,Africa,2016,100,635999704,65.5
Tanzania,Africa,2017,90,636162860,65.5
Tanzania,Africa,2018,90,652397923,65.5
Tanzania,Africa,2019,80,684929705,65.5
Tanzania,Africa,2020,70,515333950,65.5
Tanzania,Africa,2021,60,882314840,65.5
Tanzania,Africa,2022,50,1111929384,65.5
Uganda,Africa,2005,60,508457419,48.6
Uganda,Africa,2006,50,649380000,48.6
Uganda,Africa,2008,50,1143163184,48.6
Uganda,Africa,2009,50,1234133765,48.6
Uganda,Africa,2010,70,1217846829,48.6
Uganda,Africa,2011,50,1289646261,48.6
Uganda,Africa,2012,60,1442957421,48.6
Uganda,Africa,2013,60,1486249719,48.6
Uganda,Africa,2014,80,1402425869,48.6
Uganda,Africa,2015,60,1425408914,48.6
Uganda,Africa,2016,80,1810759675,48.6
Uganda,Africa,2017,90,1841868269,48.6
Uganda,Africa,2018,50,2114125201,48.6
Uganda,Africa,2019,70,2250723687,48.6
Uganda,Africa,2020,50,1677805951,48.6
Uganda,Africa,2022,50,1975594121,48.6
Uganda,Africa,2023,60,2391803141,48.6
Zambia,Africa,2005,170,83534600,20.6
Zambia,Africa,2006,140,91134400,20.6
Zambia,Africa,2007,130,93694000,20.6
Zambia,Africa,2008,120,107748100,20.6
Zambia,Africa,2009,180,65197120,20.6
Zambia,Africa,2010,190,68978553,20.6
Zambia,Africa,2011,180,73117266,20.6
Zambia,Africa,2012,140,115125120,20.6
Zambia,Africa,2013,200,85288814,20.6
Zambia,Africa,2014,210,92114478,20.6
Zambia,Africa,2015,220,74333530,20.6
Zambia,Africa,2016,180,60773817,20.6
Zambia,Africa,2017,130,147957671,20.6
Zambia,Africa,2018,100,169005689,20.6
Zambia,Africa,2019,140,155249411,20.6
Zambia,Africa,2020,110,213086434,20.6
Zambia,Africa,2021,100,378740791,20.6
Zambia,Africa,2022,90,384707916,20.6
Zambia,Africa,2023,80,388187225,20.6
Zimbabwe,Africa,2009,430,1904937979,16.3
Zimbabwe,Africa,2010,550,2232932878,16.3
Zimbabwe,Africa,2011,580,3032772083,16.3
Zimbabwe,Africa,2012,470,3339455875,16.3
Zimbabwe,Africa,2013,480,2986628927,16.3
Zimbabwe,Africa,2014,440,3008273945,16.3
Zimbabwe,Africa,2015,510,3233596094,16.3
Zimbabwe,Africa,2016,450,2932535191,16.3
Zimbabwe,Africa,2017,440,2733216432,16.3
Zimbabwe,Africa,2018,510,2255770771,16.3
Zimbabwe,Africa,2019,440,2238878886,16.3
Zimbabwe,Africa,2020,370,2894622222,16.3
Zimbabwe,Africa,2021,380,4066330479,16.3
Zimbabwe,Africa,2022,390,4874368605,16.3
Zimbabwe,Africa,2023,350,5216003067,16.3
